-0.0184878,0.216381,1.02044,0.00361626,0.995065,-0.0587371,0.0798874,/world
-0.340267,-0.160732,0.0465615,0,0,-5.39484e-05,1,/pickupRight
0.328303,-0.0731848,0.00968461,0,0,0,1,/pickUpLeft
0.453302,0.201144,0,0,0,0,1,/LeftAnchor
-0.681035,-0.10147,0,0,0,0,1,/RightAnchor
0.171154,0.112913,0.0598816,-0.0151621,-0.0216829,-0.704941,0.708772,Dobot_Loader
-0.2,0.112913,0.0598816,-0.0151621,-0.0216829,-0.704941,0.708772,Dobot_Rail
-1,0.112913,0.0598816,-0.0151621,-0.0216829,-0.704941,0.708772,Dobot_Lair
0.471569,0.306983,0.00766446,0,0,0,1,testA
