name,time,data,msg_type
Right_Dobot_linear_rail_pos,1555595211082020542,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211101405743,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211125005130,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211143662694,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211167503823,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211186594586,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211206342601,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211226120925,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211249109734,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211272031238,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211287826673,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211310774640,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211332021800,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211355110000,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211373914450,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211398038459,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211414371629,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211437483645,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211456521572,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211476953104,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211498193142,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211519486861,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211540762270,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211561270629,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211587343111,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211602473291,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211624606122,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211645338853,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211664190709,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211687781119,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211710147444,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211725969073,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211746758990,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211769763998,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211791416237,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211810516656,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211831615937,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211852183233,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211872980687,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211896994442,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211917913202,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211937799690,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211955488681,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211978051026,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595211998432456,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212020040543,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212039264846,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212060606267,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212082386971,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212101090598,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212123052366,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212144290242,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212176374009,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212189885391,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212211246140,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212233844533,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212251887961,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212274902823,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212295824723,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212315240535,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212334476605,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212360713207,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212379549230,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212403358100,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212420155709,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212441284429,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212467869717,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212483254829,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212503424444,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212526694208,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212547240479,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212565539336,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212590335537,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212611087694,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212626678366,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212649264038,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212669196605,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212691489980,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212711508628,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212733507266,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212751885842,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212774543396,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212796674236,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212816663149,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212839324257,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212858813008,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212883175292,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212898847311,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212920635212,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212943586932,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212963639510,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595212980819834,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213003812074,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213023223178,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213043899150,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213065187840,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213091692509,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213107211313,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213128530690,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213146469918,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213170128543,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213188329381,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213211615013,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213233906624,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213252632805,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213273577720,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213295836340,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213314757273,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213335704319,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213358633532,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213378866965,0.00000227988,"""std_msgs/Float64"""
Right_Dobot_linear_rail_pos,1555595213401390508,0.00000227988,"""std_msgs/Float64"""
